37.19,-49.69,83.67,0
36.73,-49.37,83.92,0
30.38,-48.05,81.32,0
31.06,-48.9,81.25,0
32.16,-49.1,82.27,0
28.76,-48.79,81.15,0
24.02,-50.25,79.97,0
19.55,-48.24,79.59,0
16.9,-48.95,78.37,0
15.32,-48.75,77.26,0
15.47,-46.52,78.68,0
10.59,-45.9,77.72,0
7.95,-46.95,77,0
0.43,-46.57,75.09,0
-5.85,-46.19,74.03,0
-14.63,-45.04,73.59,0
-22.86,-43.96,72.8,0
-31.09,-43.41,72.44,0
-37.96,-43.2,71.82,0
-44.66,-42.71,71.19,0
-52.93,-40.33,71.05,0
-63.82,-36.42,71.63,0
-70.8,-35.58,71.36,0
-77.43,-35.83,71.17,0
-82.5,-37.63,70.86,0
-108.24,-3.99,16.41,0
-121,-3.96,17.23,0
-133.65,-3.92,17.5,0
-145.93,-3.96,17.51,0
-158.36,-4.03,14.73,0
-170.35,-4.07,16.58,0
177.67,-4.12,16.51,0
165.55,-4.07,16.71,0
153.13,-4.05,16.55,0
140.45,-4.01,16.56,0
127.37,-3.89,18.48,0
114.08,-3.84,17.83,0
100.77,-3.83,17.72,0
87.54,-3.9,17.8,0
74.37,-3.78,18.75,0
61.37,-3.6,19.09,0
48.91,-3.08,16.61,0.1
35.68,-0.82,15.42,0.1
24.16,2.16,14.61,0.1
12.53,8.56,15.15,0.1
13.82,41.87,27.21,0.1
25.9,56.74,37.15,0.1
41.41,58.5,37.69,0.1
50.22,58.64,34.25,0.1
58.01,55.54,32.18,0.1
43.34,32.51,23.69,0.1
24.42,0.24,15.34,0.1
10.16,-5.17,17.74,0.1
-2.97,-1.17,14.89,0.1
-12.4,1.65,13.62,0.1
-19.51,-9.03,8.54,0.1
20.41,-10.77,13.62,0.1
29.94,-8.33,12.23,0.1
17.07,-18.74,19.55,0.1
-10.5,-41.6,45.89,0.1
-68,-50.78,63.77,0.1
-103.23,-47.48,64.01,0.1
-114.35,-35.72,45.04,0.1
-149.85,3.12,-15.06,0.1
-157.46,-4.61,7.69,0.1
-164.83,0.69,8.56,0.1
179.59,2.74,6.12,0.1
156.4,1.11,7.01,0.1
78.87,6.58,5.94,0.1
73.75,-1.82,10.46,0.1
50.81,2.15,9.58,0.1
41.11,-2.38,4.96,0.1
32.36,-3.48,6.15,0.1
17.29,-11.28,7.6,0.1
-34.61,0.97,17.74,0.1
-84.45,11.43,7.37,0.1
-82.94,8.03,6.62,0.1
-109.24,-0.54,10.08,0.1
-123.01,10,10.53,0.1
-176.98,8.27,10.53,0.1
138.74,7.39,7.39,0.1
149.58,3.32,12.83,0.1
163.16,4.95,14.5,0.1
-167.76,-2.82,13.45,0.1
-169.38,-5.09,11.42,0.1
178.07,7.59,15.8,0.1
160.66,45.14,13.78,0.1
151.57,63.67,34.95,0.1
165.71,55.78,23.57,0.1
173.27,59.94,36.6,0.1
-174.37,56.65,33.52,0
-170.52,51.93,28.45,0
